Date,Open,High,Low,Close,Adj Close,Volume
2018-12-13,42.622501,43.142502,42.387501,42.737499,41.816387,127594400
2018-12-14,42.250000,42.270000,41.320000,41.369999,40.478359,162814800
2018-12-17,41.362499,42.087502,40.682499,40.985001,40.101662,177151600
2018-12-18,41.345001,41.882500,41.097500,41.517502,40.622688,135366000
2018-12-19,41.500000,41.862499,39.772499,40.222500,39.355591,196189200
2018-12-20,40.099998,40.527500,38.825001,39.207500,38.362465,259092000
2018-12-21,39.215000,39.540001,37.407501,37.682499,36.870335,382978400
2018-12-24,37.037498,37.887501,36.647499,36.707500,35.916355,148676800
2018-12-26,37.075001,39.307499,36.680000,39.292500,38.445637,234330000
2018-12-27,38.959999,39.192501,37.517502,39.037498,38.196133,212468400
2018-12-28,39.375000,39.630001,38.637501,39.057499,38.215702,169165600
2018-12-31,39.632500,39.840000,39.119999,39.435001,38.585068,140014000
2019-01-02,38.722500,39.712502,38.557499,39.480000,38.629097,148158800
2019-01-03,35.994999,36.430000,35.500000,35.547501,34.781353,365248800
2019-01-04,36.132500,37.137501,35.950001,37.064999,36.266144,234428400
2019-01-07,37.174999,37.207500,36.474998,36.982498,36.185429,219111200
2019-01-08,37.389999,37.955002,37.130001,37.687500,36.875229,164101200
2019-01-09,37.822498,38.632500,37.407501,38.327499,37.501434,180396400
2019-01-10,38.125000,38.492500,37.715000,38.450001,37.621300,143122800
2019-01-11,38.220001,38.424999,37.877499,38.072498,37.251930,108092800
2019-01-14,37.712502,37.817501,37.305000,37.500000,36.691772,129756800
2019-01-15,37.567501,38.347500,37.512501,38.267502,37.442734,114843600
2019-01-16,38.270000,38.970001,38.250000,38.735001,37.900158,122278800
2019-01-17,38.549999,39.415001,38.314999,38.965000,38.125195,119284800
2019-01-18,39.375000,39.470001,38.994999,39.205002,38.360023,135004000
2019-01-22,39.102501,39.182499,38.154999,38.325001,37.498989,121576000
2019-01-23,38.537498,38.785000,37.924999,38.480000,37.650650,92522400
2019-01-24,38.527500,38.619999,37.935001,38.174999,37.352219,101766000
2019-01-25,38.869999,39.532501,38.580002,39.439999,38.589962,134142000
2019-01-28,38.947498,39.082500,38.415001,39.075001,38.232826,104768400
2019-01-29,39.062500,39.532501,38.527500,38.669998,37.836552,166348800
2019-01-30,40.812500,41.537498,40.057499,41.312500,40.422104,244439200
2019-01-31,41.527500,42.250000,41.139999,41.610001,40.713184,162958400
2019-02-01,41.740002,42.244999,41.482498,41.630001,40.732758,130672400
2019-02-04,41.852501,42.915001,41.820000,42.812500,41.889771,125982000
2019-02-05,43.215000,43.770000,43.087502,43.544998,42.606483,144406400
2019-02-06,43.662498,43.892502,43.212502,43.560001,42.621162,112958400
2019-02-07,43.099998,43.485001,42.584999,42.735001,41.813942,126966800
2019-02-08,42.247501,42.665001,42.105000,42.602501,41.863079,95280000
2019-02-11,42.762501,42.802502,42.312500,42.357498,41.622322,83973600
2019-02-12,42.525002,42.750000,42.424999,42.722500,41.980991,89134000
2019-02-13,42.847500,43.119999,42.480000,42.544998,41.806568,89960800
2019-02-14,42.427502,42.814999,42.345001,42.700001,41.958885,87342800
2019-02-15,42.812500,42.924999,42.437500,42.605000,41.865532,98507200
2019-02-19,42.427502,42.860001,42.372501,42.732498,41.990814,75891200
2019-02-20,42.797501,43.330002,42.747501,43.007500,42.261044,104457600
2019-02-21,42.950001,43.092499,42.575001,42.764999,42.022755,68998800
2019-02-22,42.895000,43.250000,42.845001,43.242500,42.491962,75652800
2019-02-25,43.540001,43.967499,43.487499,43.557499,42.801495,87493600
2019-02-26,43.427502,43.825001,43.292500,43.582500,42.826061,68280800
2019-02-27,43.302502,43.750000,43.182499,43.717499,42.958721,111341600
2019-02-28,43.580002,43.727501,43.230000,43.287498,42.536182,112861600
2019-03-01,43.570000,43.787498,43.222500,43.742500,42.983280,103544800
2019-03-04,43.922501,44.437500,43.492500,43.962502,43.199471,109744800
2019-03-05,43.985001,44.000000,43.634998,43.882500,43.120853,78949600
2019-03-06,43.667500,43.872501,43.485001,43.630001,42.872742,83241600
2019-03-07,43.467499,43.610001,43.005001,43.125000,42.376507,99185600
2019-03-08,42.580002,43.267502,42.375000,43.227501,42.477226,95997600
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.948730,128044000
2019-03-12,45.000000,45.667500,44.842499,45.227501,44.442513,129870400
2019-03-13,45.562500,45.825001,45.230000,45.427502,44.639038,124130000
2019-03-14,45.974998,46.025002,45.639999,45.932499,45.135273,94318000
2019-03-15,46.212502,46.832500,45.935001,46.529999,45.722401,156171600
2019-03-18,46.450001,47.097500,46.447498,47.005001,46.189163,104879200
2019-03-19,47.087502,47.247501,46.480000,46.632500,45.823128,126585600
2019-03-20,46.557499,47.372501,46.182499,47.040001,46.223557,124140800
2019-03-21,47.505001,49.082500,47.452499,48.772499,47.925980,204136800
2019-03-22,48.834999,49.422501,47.695000,47.762501,46.933514,169630800
2019-03-25,47.877499,47.994999,46.650002,47.185001,46.366032,175381200
2019-03-26,47.915001,48.220001,46.145000,46.697498,45.886997,199202000
2019-03-27,47.187500,47.439999,46.637501,47.117500,46.299709,119393600
2019-03-28,47.237499,47.389999,46.882500,47.180000,46.361122,83121600
2019-03-29,47.457500,47.520000,47.134998,47.487499,46.663288,94256000
2019-04-01,47.910000,47.919998,47.095001,47.810001,46.980194,111448000
2019-04-02,47.772499,48.615002,47.762501,48.505001,47.663128,91062800
2019-04-03,48.312500,49.125000,48.287498,48.837502,47.989861,93087200
2019-04-04,48.697498,49.092499,48.285000,48.922501,48.073376,76457200
2019-04-05,49.112499,49.275002,48.982498,49.250000,48.395191,74106400
2019-04-08,49.105000,50.057499,49.084999,50.025002,49.156742,103526800
2019-04-09,50.080002,50.712502,49.807499,49.875000,49.009346,143072800
2019-04-10,49.669998,50.185001,49.544998,50.154999,49.284485,86781200
2019-04-11,50.212502,50.250000,49.610001,49.737499,48.874233,83603200
2019-04-12,49.799999,50.035000,49.052502,49.717499,48.854580,111042800
2019-04-15,49.645000,49.962502,49.502499,49.807499,48.943016,70146400
2019-04-16,49.865002,50.342499,49.639999,49.812500,48.947933,102785600
2019-04-17,49.884998,50.845001,49.652500,50.782501,49.901096,115627200
2019-04-18,50.779999,51.037498,50.630001,50.965000,50.080433,96783200
2019-04-22,50.707500,51.235001,50.584999,51.132500,50.245026,77758000
2019-04-23,51.107498,51.937500,50.974998,51.869999,50.969719,93292000
2019-04-24,51.840000,52.119999,51.762501,51.790001,50.891109,70162400
2019-04-25,51.707500,51.939999,51.279999,51.320000,50.429272,74172800
2019-04-26,51.224998,51.250000,50.529999,51.075001,50.188522,74596400
2019-04-29,51.099998,51.492500,50.965000,51.152500,50.264679,88818800
2019-04-30,50.764999,50.849998,49.777500,50.167500,49.296772,186139600
2019-05-01,52.470001,53.827499,52.307499,52.630001,51.716534,259309200
2019-05-02,52.459999,53.162498,52.032501,52.287498,51.379974,127985200
2019-05-03,52.722500,52.959999,52.557499,52.937500,52.018696,83569600
2019-05-06,51.072498,52.209999,50.875000,52.119999,51.215385,129772400
2019-05-07,51.470001,51.855000,50.207500,50.715000,49.834774,155054800
2019-05-08,50.474998,51.334999,50.437500,50.724998,49.844593,105358000
2019-05-09,50.099998,50.419998,49.165001,50.180000,49.309052,139634400
2019-05-10,49.355000,49.712502,48.192501,49.294998,48.625954,164834800
2019-05-13,46.927502,47.369999,45.712502,46.430000,45.799843,229722400
2019-05-14,46.602501,47.424999,46.352501,47.165001,46.524864,146118800
2019-05-15,46.567501,47.937500,46.505001,47.730000,47.082195,106178800
2019-05-16,47.477501,48.117500,47.209999,47.520000,46.875050,132125600
2019-05-17,46.732498,47.724998,46.689999,47.250000,46.608715,131516400
2019-05-20,45.880001,46.087502,45.070000,45.772499,45.151264,154449200
2019-05-21,46.305000,47.000000,46.174999,46.650002,46.016857,113459200
2019-05-22,46.165001,46.427502,45.637501,45.695000,45.074814,118994400
2019-05-23,44.950001,45.134998,44.452499,44.915001,44.305401,146118800
2019-05-24,45.049999,45.535000,44.654999,44.742500,44.135246,94858800
2019-05-28,44.730000,45.147499,44.477501,44.557499,43.952755,111792800
2019-05-29,44.105000,44.837502,44.000000,44.345001,43.743137,113924800
2019-05-30,44.487499,44.807499,44.167500,44.575001,43.970020,84873600
2019-05-31,44.057499,44.497501,43.747501,43.767502,43.173477,108174400
2019-06-03,43.900002,44.480000,42.567501,43.325001,42.736977,161584400
2019-06-04,43.860001,44.957500,43.630001,44.910000,44.300468,123872000
2019-06-05,46.070000,46.247501,45.285000,45.634998,45.015621,119093600
2019-06-06,45.770000,46.367500,45.537498,46.305000,45.676537,90105200
2019-06-07,46.627499,47.980000,46.442501,47.537498,46.892303,122737600
2019-06-10,47.952499,48.842499,47.904999,48.145000,47.491562,104883600
2019-06-11,48.715000,49.000000,48.400002,48.702499,48.041492,107731600
2019-06-12,48.487499,48.992500,48.347500,48.547501,47.888603,73012800
2019-06-13,48.674999,49.197498,48.400002,48.537498,47.878731,86698400
2019-06-14,47.887501,48.397499,47.575001,48.185001,47.531021,75046000
2019-06-17,48.224998,48.740002,48.042500,48.472500,47.814621,58676400
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.939144,106204000
2019-06-19,49.919998,49.970001,49.327499,49.467499,48.796116,84496800
2019-06-20,50.092499,50.152500,49.507500,49.865002,49.188217,86056000
2019-06-21,49.700001,50.212502,49.537498,49.695000,49.020523,191202400
2019-06-24,49.634998,50.040001,49.542500,49.645000,48.971203,72881600
2019-06-25,49.607498,49.814999,48.822498,48.892502,48.228920,84281200
2019-06-26,49.442501,50.247501,49.337502,49.950001,49.272068,104270000
2019-06-27,50.072498,50.392502,49.892502,49.935001,49.257271,83598800
2019-06-28,49.669998,49.875000,49.262501,49.480000,48.808441,124442400
2019-07-01,50.792500,51.122501,50.162498,50.387501,49.703632,109012000
2019-07-02,50.352501,50.782501,50.340000,50.682499,49.994621,67740800
2019-07-03,50.820000,51.110001,50.672501,51.102501,50.408920,45448000
2019-07-05,50.837502,51.270000,50.724998,51.057499,50.364529,69062000
2019-07-08,50.202499,50.349998,49.602501,50.005001,49.326317,101354400
2019-07-09,49.799999,50.377499,49.702499,50.310001,49.627182,82312000
2019-07-10,50.462502,50.932499,50.389999,50.807499,50.117928,71588400
2019-07-11,50.827499,51.097500,50.427502,50.437500,49.752949,80767200
2019-07-12,50.612499,51.000000,50.549999,50.825001,50.135193,70380800
2019-07-15,51.022499,51.467499,51.000000,51.302502,50.606209,67789600
2019-07-16,51.147499,51.527500,50.875000,51.125000,50.431118,67467200
2019-07-17,51.012501,51.272499,50.817501,50.837502,50.147518,56430000
2019-07-18,51.000000,51.470001,50.924999,51.415001,50.717182,74162400
2019-07-19,51.447498,51.625000,50.590000,50.647499,49.960094,83717200
2019-07-22,50.912498,51.807499,50.902500,51.805000,51.101891,89111600
2019-07-23,52.115002,52.227501,51.822498,52.209999,51.501389,73420800
2019-07-24,51.917500,52.287498,51.792500,52.167500,51.459473,59966400
2019-07-25,52.222500,52.310001,51.682499,51.755001,51.052570,55638400
2019-07-26,51.869999,52.432499,51.785000,51.935001,51.230125,70475600
2019-07-29,52.115002,52.660000,52.110001,52.419998,51.708538,86693600
2019-07-30,52.189999,52.540001,51.827499,52.195000,51.486591,135742800
2019-07-31,54.105000,55.342499,52.825001,53.259998,52.537140,277125600
2019-08-01,53.474998,54.507500,51.685001,52.107498,51.400280,216071600
2019-08-02,51.382500,51.607498,50.407501,51.005001,50.312748,163448400
2019-08-05,49.497501,49.662498,48.145000,48.334999,47.678982,209572000
2019-08-06,49.077499,49.517502,48.509998,49.250000,48.581562,143299200
2019-08-07,48.852501,49.889999,48.455002,49.759998,49.084641,133457600
2019-08-08,50.049999,50.882500,49.847500,50.857498,50.167248,108038000
2019-08-09,50.325001,50.689999,49.822498,50.247501,49.753849,98478800
2019-08-12,49.904999,50.512501,49.787498,50.119999,49.627602,89927600
2019-08-13,50.255001,53.035000,50.119999,52.242500,51.729252,188874000
2019-08-14,50.790001,51.610001,50.647499,50.687500,50.189526,146189600
2019-08-15,50.865002,51.285000,49.917500,50.435001,49.939507,108909600
2019-08-16,51.070000,51.790001,50.959999,51.625000,51.117813,110481600
2019-08-19,52.654999,53.182499,52.507500,52.587502,52.070862,97654400
2019-08-20,52.720001,53.337502,52.580002,52.590000,52.073338,107537200
2019-08-21,53.247501,53.412498,52.900002,53.160000,52.637737,86141600
2019-08-22,53.297501,53.610001,52.687500,53.115002,52.593182,89014800
2019-08-23,52.357498,53.012501,50.250000,50.660000,50.162300,187272000
2019-08-26,51.465000,51.797501,51.264999,51.622501,51.115337,104174400
2019-08-27,51.965000,52.137501,50.882500,51.040001,50.538563,103493200
2019-08-28,51.025002,51.430000,50.830002,51.382500,50.877701,63755200
2019-08-29,52.125000,52.330002,51.665001,52.252499,51.739151,83962000
2019-08-30,52.540001,52.612499,51.799999,52.185001,51.672314,84573600
2019-09-03,51.607498,51.744999,51.055000,51.424999,50.919777,80092000
2019-09-04,52.097500,52.369999,51.830002,52.297501,51.783714,76752400
2019-09-05,53.000000,53.492500,52.877499,53.320000,52.796162,95654800
2019-09-06,53.512501,53.605000,53.127499,53.314999,52.791210,77449200
2019-09-09,53.709999,54.110001,52.767502,53.542500,53.016479,109237600
2019-09-10,53.465000,54.195000,52.927502,54.174999,53.642761,127111600
2019-09-11,54.517502,55.927502,54.432499,55.897499,55.348343,177158400
2019-09-12,56.200001,56.605000,55.715000,55.772499,55.224567,128906800
2019-09-13,55.000000,55.197498,54.255001,54.687500,54.150230,159053200
2019-09-16,54.432499,55.032501,54.389999,54.974998,54.434902,84632400
2019-09-17,54.990002,55.205002,54.779999,55.174999,54.632942,73274800
2019-09-18,55.264999,55.712502,54.860001,55.692501,55.145359,101360000
2019-09-19,55.502499,55.939999,55.092499,55.240002,54.697304,88242400
2019-09-20,55.345001,55.639999,54.367500,54.432499,53.897728,221652400
2019-09-23,54.737499,54.959999,54.412498,54.680000,54.142803,76662000
2019-09-24,55.257500,55.622501,54.297501,54.419998,53.885353,124763200
2019-09-25,54.637501,55.375000,54.285000,55.257500,54.714626,87613600
2019-09-26,55.000000,55.235001,54.707500,54.972500,54.432430,75334000
2019-09-27,55.134998,55.240002,54.320000,54.705002,54.167561,101408000
2019-09-30,55.224998,56.145000,55.197498,55.992500,55.442406,103909600
2019-10-01,56.267502,57.055000,56.049999,56.147499,55.595886,139223200
2019-10-02,55.764999,55.895000,54.482498,54.740002,54.202213,138449200
2019-10-03,54.607498,55.240002,53.782501,55.205002,54.662643,114426000
2019-10-04,56.410000,56.872501,55.972500,56.752499,56.194942,138478800
2019-10-07,56.567501,57.482498,56.459999,56.764999,56.207317,122306000
2019-10-08,56.455002,57.014999,56.082500,56.099998,55.548851,111820000
2019-10-09,56.757500,56.947498,56.410000,56.757500,56.199894,74770400
2019-10-10,56.982498,57.610001,56.825001,57.522499,56.957375,113013600
2019-10-11,58.237499,59.410000,58.077499,59.052502,58.472343,166795600
2019-10-14,58.724998,59.532501,58.667500,58.967499,58.388180,96427600
2019-10-15,59.097500,59.412498,58.720001,58.830002,58.252033,87360000
2019-10-16,58.342499,58.810001,58.299999,58.592499,58.016861,73903200
2019-10-17,58.772499,59.037498,58.380001,58.820000,58.242130,67585200
2019-10-18,58.647499,59.395000,58.572498,59.102501,58.521858,97433600
2019-10-21,59.380001,60.247501,59.330002,60.127499,59.536781,87247200
2019-10-22,60.290001,60.549999,59.904999,59.990002,59.400635,82293600
2019-10-23,60.525002,60.810001,60.305000,60.794998,60.197727,75828800
2019-10-24,61.127499,61.200001,60.452499,60.895000,60.296741,69275200
2019-10-25,60.790001,61.682499,60.720001,61.645000,61.039375,73477200
2019-10-28,61.855000,62.312500,61.680000,62.262501,61.650810,96572800
2019-10-29,62.242500,62.437500,60.642502,60.822498,60.224953,142839600
2019-10-30,61.189999,61.325001,60.302502,60.814999,60.217525,124522000
2019-10-31,61.810001,62.292500,59.314999,62.189999,61.579021,139162000
2019-11-01,62.384998,63.982498,62.290001,63.955002,63.326683,151125200
2019-11-04,64.332497,64.462502,63.845001,64.375000,63.742554,103272000
2019-11-05,64.262497,64.547501,64.080002,64.282501,63.650970,79897600
2019-11-06,64.192497,64.372498,63.842499,64.309998,63.678192,75864400
2019-11-07,64.684998,65.087502,64.527496,64.857498,64.413116,94940400
2019-11-08,64.672501,65.110001,64.212502,65.035004,64.589409,69986400
2019-11-11,64.574997,65.617500,64.570000,65.550003,65.100876,81821200
2019-11-12,65.387497,65.697502,65.230003,65.489998,65.041283,87388800
2019-11-13,65.282501,66.195000,65.267502,66.117500,65.664490,102734400
2019-11-14,65.937500,66.220001,65.525002,65.660004,65.210121,89182800
2019-11-15,65.919998,66.445000,65.752502,66.440002,65.984779,100206400
2019-11-18,66.449997,66.857498,66.057503,66.775002,66.317490,86703200
2019-11-19,66.974998,67.000000,66.347504,66.572502,66.116371,76167200
2019-11-20,66.385002,66.519997,65.099998,65.797501,65.346687,106234400
2019-11-21,65.922501,66.002502,65.294998,65.502502,65.053703,121395200
2019-11-22,65.647499,65.794998,65.209999,65.445000,64.996597,65325200
2019-11-25,65.677498,66.610001,65.629997,66.592499,66.136230,84020400
2019-11-26,66.735001,66.790001,65.625000,66.072502,65.619789,105207600
2019-11-27,66.394997,66.995003,66.327499,66.959999,66.501213,65235600
2019-11-29,66.650002,67.000000,66.474998,66.812500,66.354729,46617600
2019-12-02,66.817497,67.062500,65.862503,66.040001,65.587517,94487200
2019-12-03,64.577499,64.882500,64.072502,64.862503,64.418091,114430400
2019-12-04,65.267502,65.827499,65.169998,65.434998,64.986664,67181600
2019-12-05,65.947502,66.472504,65.682503,66.394997,65.940086,74424400
2019-12-06,66.870003,67.750000,66.824997,67.677498,67.213799,106075600
2019-12-09,67.500000,67.699997,66.227501,66.730003,66.272789,128042400
2019-12-10,67.150002,67.517502,66.464996,67.120003,66.660126,90420400
2019-12-11,67.202499,67.775002,67.125000,67.692497,67.228699,78756800
2019-12-12,66.945000,68.139999,66.830002,67.864998,67.400017,137310400
2019-12-13,67.864998,68.824997,67.732498,68.787498,68.316193,133587600
2019-12-16,69.250000,70.197502,69.245003,69.964996,69.485619,128186000
2019-12-17,69.892502,70.442497,69.699997,70.102501,69.622192,114158400
2019-12-18,69.949997,70.474998,69.779999,69.934998,69.455833,116028400
2019-12-19,69.875000,70.294998,69.737503,70.004997,69.525352,98369200
2019-12-20,70.557503,70.662498,69.639999,69.860001,69.381348,275978000
2019-12-23,70.132500,71.062500,70.092499,71.000000,70.513535,98572000
2019-12-24,71.172501,71.222504,70.730003,71.067497,70.580566,48478800
2019-12-26,71.205002,72.495003,71.175003,72.477501,71.980911,93121200
2019-12-27,72.779999,73.492500,72.029999,72.449997,71.953598,146266000
2019-12-30,72.364998,73.172501,71.305000,72.879997,72.380653,144114400
2019-12-31,72.482498,73.419998,72.379997,73.412498,72.909500,100805600
2020-01-02,74.059998,75.150002,73.797501,75.087502,74.573036,135480400
2020-01-03,74.287498,75.144997,74.125000,74.357498,73.848030,146322800
2020-01-06,73.447502,74.989998,73.187500,74.949997,74.436470,118387200
2020-01-07,74.959999,75.224998,74.370003,74.597504,74.086395,108872000
2020-01-08,74.290001,76.110001,74.290001,75.797501,75.278160,132079200
2020-01-09,76.809998,77.607498,76.550003,77.407501,76.877136,170108400
2020-01-10,77.650002,78.167503,77.062500,77.582497,77.050926,140644800
2020-01-13,77.910004,79.267502,77.787498,79.239998,78.697075,121532000
2020-01-14,79.175003,79.392502,78.042503,78.169998,77.634407,161954400
2020-01-15,77.962502,78.875000,77.387497,77.834999,77.301704,121923600
2020-01-16,78.397499,78.925003,78.022499,78.809998,78.270020,108829200
2020-01-17,79.067497,79.684998,78.750000,79.682503,79.136551,137816400
2020-01-21,79.297501,79.754997,79.000000,79.142502,78.600250,110843200
2020-01-22,79.644997,79.997498,79.327499,79.425003,78.880821,101832400
2020-01-23,79.480003,79.889999,78.912498,79.807503,79.260696,104472000
2020-01-24,80.062500,80.832497,79.379997,79.577499,79.032265,146537600
2020-01-27,77.514999,77.942497,76.220001,77.237503,76.708298,161940000
2020-01-28,78.150002,79.599998,78.047501,79.422501,78.878326,162234000
2020-01-29,81.112503,81.962502,80.345001,81.084999,80.529434,216229200
2020-01-30,80.135002,81.022499,79.687500,80.967499,80.412743,126743200
2020-01-31,80.232498,80.669998,77.072502,77.377502,76.847343,199588400
2020-02-03,76.074997,78.372498,75.555000,77.165001,76.636299,173985600
2020-02-04,78.827499,79.910004,78.407501,79.712502,79.166336,136616400
2020-02-05,80.879997,81.190002,79.737503,80.362503,79.811897,118826800
2020-02-06,80.642502,81.305000,80.065002,81.302498,80.745445,105425600
2020-02-07,80.592499,80.849998,79.500000,80.007500,79.647896,117684000
2020-02-10,78.544998,80.387497,78.462502,80.387497,80.026192,109348800
2020-02-11,80.900002,80.974998,79.677498,79.902496,79.543365,94323200
2020-02-12,80.367500,81.805000,80.367500,81.800003,81.432350,113730400
2020-02-13,81.047501,81.555000,80.837502,81.217499,80.852463,94747600
2020-02-14,81.184998,81.495003,80.712502,81.237503,80.872375,80113600
2020-02-18,78.839996,79.937500,78.652496,79.750000,79.391556,152531200
2020-02-19,80.000000,81.142502,80.000000,80.904999,80.541367,93984000
2020-02-20,80.657501,81.162498,79.552498,80.074997,79.715088,100566000
2020-02-21,79.654999,80.112503,77.625000,78.262497,77.910744,129554000
2020-02-24,74.315002,76.044998,72.307503,74.544998,74.209946,222195200
2020-02-25,75.237503,75.632500,71.532501,72.019997,71.696297,230673600
2020-02-26,71.632500,74.470001,71.625000,73.162498,72.833664,198054800
2020-02-27,70.275002,71.500000,68.239998,68.379997,68.072662,320605600
2020-02-28,64.315002,69.602501,64.092499,68.339996,68.032837,106721200
2020-03-02,70.570000,75.360001,69.430000,74.702499,74.366737,85349300
2020-03-03,75.917503,76.000000,71.449997,72.330002,72.004913,79868900
2020-03-04,74.110001,75.849998,73.282501,75.684998,75.344826,54794600
2020-03-05,73.879997,74.887497,72.852501,73.230003,72.900864,46893200
2020-03-06,70.500000,72.705002,70.307503,72.257500,71.932739,56544200
2020-03-09,65.937500,69.522499,65.750000,66.542503,66.243423,71686200
2020-03-10,69.285004,71.610001,67.342499,71.334999,71.014381,71322500
2020-03-11,69.347504,70.305000,67.964996,68.857498,68.548012,63899700
2020-03-12,63.985001,67.500000,62.000000,62.057499,61.778580,104618500
2020-03-13,66.222504,69.980003,63.237499,69.492500,69.180161,92683000
2020-03-16,60.487499,64.769997,60.000000,60.552502,60.280346,80605900
2020-03-17,61.877499,64.402496,59.599998,63.215000,62.930878,80876700
2020-03-18,59.942501,62.500000,59.279999,61.667500,61.390331,300233600
2020-03-19,61.847500,63.209999,60.652500,61.195000,60.919952,271857200
2020-03-20,61.794998,62.957500,57.000000,57.310001,57.052418,401693200
2020-03-23,57.020000,57.125000,53.152500,56.092499,55.840385,336752800
2020-03-24,59.090000,61.922501,58.575001,61.720001,61.442596,287531200
2020-03-25,62.687500,64.562500,61.075001,61.380001,61.104122,303602000
2020-03-26,61.630001,64.669998,61.590000,64.610001,64.319611,252087200
2020-03-27,63.187500,63.967499,61.762501,61.935001,61.656628,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,63.416183,167976400
2020-03-31,63.900002,65.622498,63.000000,63.572498,63.286770,197002000
